CAR;PV;nbki;ind_noNbki;equi;ind_noEqui;def90_365
б/у;0.6122;0;1;0;1;0
б/у;0.403;0;1;565;0;0
б/у;0.2214;0;1;554;0;0
новый;0.5069;0;1;522;0;0
б/у;0.4944;0;1;0;1;0
б/у;0.15;0;1;598;0;0
новый;0.1015;0;1;451;0;1
новый;0.1506;0;1;628;0;0
б/у;0.3;0;1;757;0;0
новый;0.1519;0;1;486;0;0
новый;0.5017;0;1;0;1;0
новый;0.3472;0;1;0;1;0
новый;0.5197;0;1;0;1;0
новый;0.1542;0;1;594;0;0
б/у;0.1;0;1;600;0;0
б/у;0.6522;0;1;690;0;0
б/у;0.403;0;1;665;0;0
б/у;0.3001;0;1;677;0;0
б/у;0.3023;0;1;484;0;0
новый;0.1073;0;1;0;1;0
новый;0.3;0;1;524;0;0
б/у;0.3391;0;1;0;1;0
б/у;0.3032;0;1;0;1;0
б/у;0.2857;0;1;665;0;0
б/у;0.2001;0;1;617;0;0
новый;0.3514;0;1;650;0;0
б/у;0.66;0;1;0;1;0
новый;0.356;0;1;633;0;0
новый;0.2062;0;1;539;0;0
б/у;0.3;0;1;0;1;0
новый;0.519;0;1;742;0;0
новый;0;0;1;644;0;0
новый;0.5794;0;1;639;0;0
новый;0.2731;0;1;674;0;0
новый;0.2003;0;1;613;0;0
б/у;0.3;0;1;578;0;0
новый;0.1847;0;1;626;0;0
б/у;0.31;0;1;505;0;0
новый;0.3065;0;1;597;0;0
новый;0;0;1;587;0;0
б/у;0.3012;0;1;0;1;0
б/у;0.15;0;1;651;0;0
новый;0.304;0;1;482;0;0
б/у;0.6667;0;1;0;1;0
б/у;0.2972;0;1;590;0;0
б/у;0.3846;0;1;505;0;0
новый;0.5431;0;1;728;0;0
новый;0.2333;0;1;415;0;0
новый;0.6309;0;1;689;0;0
новый;0.5045;0;1;653;0;0
б/у;0.304;0;1;0;1;0
новый;0.8;0;1;699;0;0
новый;0.1976;0;1;698;0;0
новый;0.6946;0;1;614;0;0
новый;0.1;0;1;614;0;0
новый;0.15;0;1;607;0;0
новый;0.1526;0;1;0;1;0
новый;0.1687;0;1;632;0;0
б/у;0.5081;0;1;507;0;1
новый;0.7133;0;1;435;0;0
б/у;0.1538;0;1;524;0;0
б/у;0.2;0;1;686;0;0
новый;0.1714;0;1;619;0;0
новый;0.3003;0;1;0;1;0
б/у;0.3725;0;1;0;1;0
новый;0.3772;0;1;692;0;0
новый;0.15;0;1;541;0;0
новый;0.5;0;1;472;0;0
новый;0.1749;0;1;0;1;0
новый;0.3571;0;1;0;1;0
новый;0.1136;0;1;629;0;0
новый;0.1694;0;1;687;0;0
новый;0;0;1;708;0;0
новый;0.2471;0;1;721;0;0
новый;0.1698;0;1;0;1;0
новый;0.438;0;1;609;0;0
б/у;0.2024;0;1;504;0;0
б/у;0.3016;0;1;665;0;0
новый;0.1866;0;1;0;1;0
новый;0.3013;0;1;485;0;0
новый;0.5078;0;1;730;0;0
б/у;0.7639;0;1;597;0;0
новый;0.1633;0;1;0;1;0
новый;0.2534;0;1;0;1;0
б/у;0.3;0;1;662;0;0
новый;0.3;0;1;645;0;0
новый;0.8621;0;1;565;0;0
новый;0.3427;0;1;502;0;0
новый;0.1002;0;1;636;0;0
б/у;0.1754;0;1;485;0;0
б/у;0.3111;0;1;0;1;0
новый;0.1531;0;1;660;0;0
новый;0.1531;0;1;664;0;0
новый;0.4044;0;1;471;0;0
новый;0.3007;0;1;800;0;0
новый;0.1868;0;1;536;0;0
новый;0.211;0;1;621;0;0
новый;0.1;0;1;604;0;0
б/у;0.7258;0;1;678;0;0
б/у;0.4351;0;1;769;0;0
новый;0.2541;0;1;696;0;0
новый;0.4609;0;1;653;0;0
б/у;0.3054;0;1;591;0;0
новый;0.4627;0;1;580;0;0
новый;0.5248;0;1;535;0;0
б/у;0.3039;0;1;0;1;0
новый;0.2421;0;1;547;0;0
новый;0;0;1;650;0;0
б/у;0.32;0;1;644;0;0
б/у;0.375;0;1;591;0;0
б/у;0.5522;0;1;486;0;0
новый;0.2131;0;1;0;1;0
б/у;0.3333;0;1;0;1;0
б/у;0.1526;0;1;582;0;0
б/у;0.6275;0;1;583;0;0
новый;0.1;0;1;617;0;0
новый;0.6202;0;1;660;0;0
новый;0.3034;0;1;0;1;0
новый;0.1505;0;1;674;0;0
новый;0.3009;0;1;765;0;0
б/у;0.3099;0;1;0;1;0
б/у;0.31;0;1;0;1;0
б/у;0.1514;0;1;614;0;0
новый;0.3521;0;1;549;0;0
новый;0.4091;0;1;702;0;0
новый;0.266;0;1;500;0;0
б/у;0.35;0;1;602;0;0
б/у;0.3023;0;1;0;1;0
б/у;0.3003;0;1;0;1;0
новый;0.2;0;1;690;0;0
новый;0.2058;0;1;0;1;0
новый;0.1;0;1;706;0;0
новый;0.5018;0;1;0;1;0
новый;0.1524;0;1;517;0;0
б/у;0.2198;0;1;634;0;0
новый;0.3414;0;1;644;0;0
б/у;0.3015;0;1;0;1;1
б/у;0.3;0;1;542;0;0
б/у;0.5501;0;1;688;0;0
б/у;0.4615;0;1;0;1;0
новый;0.1022;0;1;598;0;0
б/у;0.52;0;1;568;0;0
новый;0.301;0;1;0;1;0
новый;0.3638;0;1;614;0;0
новый;0.2029;0;1;648;0;0
новый;0;0;1;0;1;0
новый;0.4477;0;1;708;0;0
новый;0.1998;0;1;611;0;0
новый;0.15;0;1;792;0;0
новый;0.1643;0;1;492;0;0
б/у;0.4272;0;1;0;1;0
б/у;0.5981;0;1;651;0;0
новый;0.3002;0;1;668;0;0
новый;0;0;1;727;0;0
новый;0.2227;0;1;641;0;0
б/у;0.2;0;1;472;0;0
новый;0.1523;0;1;0;1;0
б/у;0.204;0;1;574;0;0
б/у;0.7143;0;1;648;0;0
новый;0.16;0;1;0;1;0
новый;0.4403;0;1;662;0;0
новый;0.3016;0;1;759;0;0
новый;0.4569;0;1;693;0;0
новый;0.4132;0;1;606;0;0
новый;0.2232;0;1;724;0;0
б/у;0.5263;0;1;688;0;0
новый;0.2134;0;1;667;0;0
б/у;0.6129;0;1;0;1;0
новый;0.4045;0;1;476;0;0
новый;0.3825;0;1;639;0;0
новый;0.1637;0;1;817;0;0
б/у;0.1765;0;1;0;1;0
новый;0.1502;0;1;472;0;0
б/у;0;0;1;650;0;0
б/у;0.1501;0;1;589;0;0
новый;0.2659;0;1;0;1;0
б/у;0.1667;0;1;500;0;0
б/у;0.3029;0;1;505;0;0
новый;0.15;0;1;659;0;0
новый;0.1511;0;1;518;0;0
новый;0.1006;0;1;0;1;0
новый;0.3885;0;1;0;1;0
новый;0.2661;0;1;634;0;0
б/у;0.4362;0;1;673;0;0
б/у;0.6215;0;1;0;1;0
б/у;0.3442;0;1;686;0;0
б/у;0.1705;0;1;692;0;0
новый;0.2013;0;1;599;0;0
новый;0.4043;0;1;657;0;0
б/у;0.1;0;1;568;0;0
новый;0.2691;0;1;669;0;0
б/у;0.3005;0;1;0;1;0
новый;0.1662;0;1;652;0;0
новый;0.1213;0;1;0;1;0
новый;0.5;0;1;0;1;0
новый;0.6253;0;1;0;1;0
новый;0.4762;0;1;0;1;0
новый;0.8724;0;1;0;1;0
новый;0;0;1;620;0;0
новый;0.6723;0;1;0;1;0
новый;0.163;0;1;745;0;0
б/у;0.34;0;1;556;0;0
новый;0.2535;0;1;549;0;0
новый;0.2063;0;1;597;0;0
новый;0.1001;0;1;641;0;0
новый;0.3005;0;1;740;0;0
новый;0.2667;0;1;594;0;0
новый;0.2453;0;1;604;0;0
новый;0.4;0;1;500;0;0
б/у;0.2826;0;1;479;0;0
новый;0.4451;0;1;656;0;0
б/у;0.3947;0;1;682;0;0
новый;0.5106;0;1;0;1;0
новый;0.5223;0;1;0;1;0
новый;0.2783;0;1;667;0;0
новый;0.4394;0;1;729;0;0
б/у;0.1502;0;1;477;0;0
б/у;0.4214;0;1;729;0;0
новый;0.1575;0;1;0;1;1
новый;0.1519;0;1;542;0;0
б/у;0.1667;0;1;639;0;0
б/у;0.3004;0;1;585;0;0
новый;0.1505;0;1;556;0;0
новый;0.3;0;1;595;0;0
новый;0.2346;0;1;530;0;0
новый;0.102;0;1;607;0;0
б/у;0.8125;0;1;549;0;0
б/у;0.1528;0;1;668;0;0
б/у;0.337;0;1;554;0;0
новый;0.4296;0;1;626;0;0
новый;0.1083;0;1;674;0;0
новый;0.1384;0;1;774;0;0
новый;0.4005;0;1;576;0;0
б/у;0.15;0;1;528;0;0
новый;0.1845;0;1;541;0;0
б/у;0.31;0;1;0;1;0
новый;0.3149;0;1;692;0;0
новый;0.3311;0;1;718;0;0
новый;0.5168;0;1;0;1;0
новый;0.2204;0;1;611;0;0
б/у;0.4167;0;1;635;0;0
новый;0.3067;0;1;0;1;0
б/у;0.3922;0;1;485;0;0
б/у;0.1695;0;1;0;1;0
новый;0.2008;0;1;671;0;0
новый;0.1075;0;1;824;0;0
новый;0.318;0;1;0;1;0
новый;0.3003;0;1;575;0;0
новый;0.2344;0;1;695;0;0
б/у;0.3036;0;1;471;0;0
новый;0.295;0;1;590;0;0
новый;0.3274;0;1;599;0;0
новый;0.102;0;1;0;1;0
новый;0.7054;0;1;601;0;0
б/у;0.6088;0;1;682;0;0
новый;0.3725;0;1;563;0;0
новый;0.3226;0;1;580;0;0
новый;0.4671;0;1;682;0;0
новый;0.4181;0;1;675;0;0
б/у;0;0;1;592;0;0
новый;0.15;0;1;656;0;0
новый;0.3908;0;1;709;0;0
новый;0.1;0;1;512;0;0
б/у;0;0;1;665;0;0
б/у;0.3043;0;1;458;0;0
б/у;0.2045;0;1;425;0;0
новый;0.8232;0;1;668;0;0
новый;0.1;0;1;598;0;0
б/у;0.15;0;1;632;0;0
новый;0.1;0;1;677;0;0
б/у;0.3056;0;1;492;0;0
новый;0.3005;0;1;0;1;0
б/у;0.2136;0;1;708;0;0
новый;0.1541;0;1;710;0;0
новый;0.1626;0;1;699;0;0
новый;0.3009;0;1;687;0;0
новый;0.4854;0;1;633;0;0
новый;0.3;0;1;0;1;0
новый;0.1509;0;1;708;0;0
новый;0.5632;0;1;714;0;0
б/у;0.3111;0;1;0;1;0
новый;0.7326;0;1;0;1;0
новый;0.524;0;1;0;1;0
б/у;0.4796;0;1;572;0;0
новый;0.1;0;1;705;0;0
новый;0.1105;0;1;0;1;0
новый;0.2591;0;1;695;0;0
новый;0.16;0;1;686;0;0
новый;0.1504;0;1;573;0;0
новый;0.2924;0;1;581;0;0
новый;0.2439;0;1;722;0;0
б/у;0.5285;0;1;507;0;0
б/у;0.2101;0;1;551;0;0
новый;0.1684;0;1;0;1;0
б/у;0.31;0;1;561;0;0
б/у;0.3077;0;1;388;0;0
новый;0.4098;0;1;705;0;0
новый;0.7195;0;1;601;0;0
б/у;0.3003;0;1;489;0;1
новый;0.655;0;1;0;1;0
новый;0.1545;0;1;635;0;0
новый;0.4845;0;1;0;1;0
б/у;0.3799;0;1;615;0;0
б/у;0.4079;0;1;614;0;0
б/у;0.3003;0;1;0;1;0
новый;0.2076;0;1;0;1;0
новый;0.15;0;1;506;0;0
б/у;0.375;0;1;721;0;0
б/у;0.2353;0;1;626;0;0
б/у;0.2001;0;1;0;1;0
новый;0.4055;0;1;697;0;0
новый;0.3019;0;1;485;0;0
новый;0.4796;0;1;0;1;0
новый;0.151;0;1;0;1;0
новый;0.1592;0;1;672;0;0
новый;0.1118;0;1;764;0;0
новый;0.3803;0;1;671;0;0
новый;0.6293;0;1;654;0;0
б/у;0.2;0;1;537;0;0
б/у;0.4;0;1;562;0;0
б/у;0.301;0;1;0;1;0
новый;0.4762;0;1;649;0;0
новый;0.5012;0;1;678;0;0
б/у;0.7143;0;1;533;0;0
новый;0.3102;0;1;0;1;0
новый;0.1;0;1;561;0;0
новый;0.1548;0;1;693;0;0
б/у;0.2017;0;1;0;1;0
новый;0.1501;0;1;750;0;0
новый;0.1;0;1;689;0;0
б/у;0.4444;0;1;511;0;0
б/у;0.2647;0;1;603;0;0
новый;0.1;0;1;472;0;0
б/у;0.1;0;1;437;0;0
новый;0.1748;0;1;570;0;0
новый;0.273;0;1;457;0;0
новый;0.5069;0;1;0;1;0
новый;0.2;0;1;587;0;0
б/у;0.3001;0;1;528;0;0
новый;0.1509;0;1;658;0;0
б/у;0.4;0;1;0;1;0
б/у;0.25;0;1;0;1;0
б/у;0.153;0;1;430;0;0
новый;0.2286;0;1;603;0;0
б/у;0.4028;0;1;640;0;0
б/у;0.3238;0;1;720;0;0
б/у;0.3025;0;1;560;0;0
новый;0.2169;0;1;0;1;0
новый;0.1818;0;1;598;0;0
новый;0.2002;0;1;561;0;0
новый;0.5108;0;1;0;1;0
новый;0.2008;0;1;525;0;0
б/у;0.75;0;1;725;0;0
новый;0.4287;0;1;0;1;0
новый;0.3003;0;1;395;0;0
новый;0.5;0;1;674;0;0
б/у;0;0;1;460;0;0
новый;0.5755;0;1;584;0;0
б/у;0.1053;0;1;536;0;0
б/у;0.3023;0;1;461;0;0
новый;0.1534;0;1;514;0;0
новый;0.3732;0;1;455;0;0
новый;0.1007;0;1;538;0;0
новый;0.1008;0;1;685;0;0
б/у;0.6266;0;1;0;1;0
новый;0.1524;0;1;0;1;0
новый;0.3228;0;1;717;0;0
б/у;0.3333;0;1;582;0;0
б/у;0.1575;0;1;544;0;0
новый;0.1504;0;1;560;0;0
новый;0.6006;0;1;0;1;0
б/у;0.4186;0;1;670;0;0
б/у;0.3497;0;1;485;0;0
б/у;0.3;0;1;702;0;0
б/у;0.375;0;1;696;0;0
б/у;0.1511;0;1;0;1;0
новый;0.1515;0;1;672;0;0
б/у;0.2003;0;1;0;1;0
новый;0.214;0;1;728;0;0
б/у;0.3226;0;1;643;0;0
б/у;0.4531;0;1;606;0;0
б/у;0.3028;0;1;517;0;0
б/у;0.1558;0;1;504;0;0
новый;0.403;0;1;772;0;0
новый;0.1;0;1;672;0;0
б/у;0.2004;0;1;668;0;0
новый;0.1;0;1;675;0;0
б/у;0.5;0;1;0;1;0
новый;0.346;0;1;463;0;0
новый;0.4016;0;1;709;0;0
б/у;0.1529;0;1;463;0;0
б/у;0.3051;0;1;496;0;0
новый;0.4667;0;1;706;0;0
новый;0.3274;0;1;0;1;0
б/у;0;0;1;464;0;0
новый;0.1852;0;1;517;0;0
б/у;0.3002;0;1;665;0;0
б/у;0.8101;0;1;491;0;0
б/у;0.4;0;1;0;1;0
новый;0.3007;0;1;664;0;0
новый;0.5006;0;1;622;0;0
новый;0.6076;0;1;0;1;0
новый;0.1664;0;1;667;0;0
б/у;0.4292;0;1;646;0;0
новый;0.3051;0;1;800;0;0
б/у;0.15;0;1;606;0;0
новый;0.3;0;1;623;0;0
новый;0.1003;0;1;655;0;0
б/у;0.3012;0;1;530;0;0
новый;0.646;0;1;565;0;0
новый;0.5968;0;1;706;0;0
б/у;0.3051;0;1;631;0;0
новый;0;0;1;0;1;0
б/у;0.7407;0;1;502;0;0
новый;0.6456;0;1;622;0;0
новый;0.2186;0;1;733;0;0
б/у;0.3448;0;1;0;1;0
б/у;0.3534;0;1;650;0;0
б/у;0.565;0;1;560;0;0
б/у;0.1505;0;1;0;1;0
б/у;0.2351;0;1;510;0;0
новый;0.4777;0;1;605;0;0
б/у;0.3148;0;1;470;0;0
новый;0;0;1;0;1;0
новый;0.15;0;1;742;0;0
б/у;0.4;0;1;617;0;0
новый;0.1;0;1;629;0;0
новый;0.1002;0;1;527;0;0
новый;0.14;0;1;0;1;0
новый;0.1;0;1;0;1;0
новый;0.3425;0;1;719;0;0
б/у;0.3182;0;1;784;0;0
новый;0.3669;0;1;589;0;0
новый;0.1509;0;1;609;0;0
новый;0.2752;0;1;736;0;0
б/у;0.3;0;1;464;0;0
новый;0.2542;0;1;687;0;0
новый;0.156;0;1;0;1;0
новый;0.7068;0;1;725;0;0
новый;0.15;0;1;0;1;0
новый;0.3677;0;1;0;1;0
б/у;0.2523;0;1;702;0;0
новый;0.1964;0;1;648;0;0
б/у;0.3535;0;1;539;0;0
б/у;0.3068;0;1;550;0;0
б/у;0.3008;0;1;574;0;0
б/у;0.5;0;1;604;0;0
б/у;0.3002;0;1;0;1;0
новый;0.1538;0;1;0;1;0
новый;0.103;0;1;613;0;0
новый;0.6897;0;1;760;0;0
б/у;0.2299;0;1;581;0;0
б/у;0.4348;0;1;430;0;0
новый;0.3035;0;1;731;0;0
новый;0.3362;0;1;0;1;0
новый;0;0;1;630;0;0
новый;0.3125;0;1;528;0;0
новый;0.1564;0;1;0;1;0
б/у;0.3056;0;1;352;0;1
б/у;0.7083;0;1;635;0;0
новый;0.1894;0;1;540;0;0
новый;0.1;0;1;534;0;0
новый;0.1073;0;1;549;0;0
новый;0.1541;0;1;545;0;0
новый;0.5556;0;1;570;0;0
б/у;0.304;0;1;460;0;0
новый;0.1505;0;1;601;0;0
б/у;0.3034;0;1;510;0;0
новый;0.3169;0;1;548;0;0
новый;0.3001;0;1;0;1;0
б/у;0.1386;0;1;633;0;0
б/у;0;0;1;733;0;0
новый;0.3024;0;1;557;0;0
б/у;0.7111;0;1;0;1;0
новый;0.3524;0;1;676;0;0
б/у;0.155;0;1;638;0;0
новый;0.3853;0;1;578;0;0
новый;0.4334;0;1;678;0;0
новый;0.2;0;1;480;0;1
новый;0.1523;0;1;714;0;0
новый;0.588;0;1;599;0;0
б/у;0.6145;0;1;0;1;0
новый;0.3008;0;1;570;0;1
б/у;0.3155;0;1;469;0;1
б/у;0.5732;0;1;642;0;0
новый;0.1;0;1;0;1;0
новый;0.7835;0;1;721;0;0
новый;0.163;0;1;616;0;0
б/у;0.3475;0;1;551;0;0
новый;0.6527;0;1;602;0;0
новый;0;0;1;700;0;0
новый;0.2451;0;1;741;0;0
новый;0.5072;0;1;0;1;0
новый;0.1208;0;1;818;0;0
б/у;0.3119;0;1;487;0;1
б/у;0.2358;0;1;0;1;0
новый;0.3896;0;1;0;1;0
новый;0.2181;0;1;698;0;0
б/у;0.3286;0;1;0;1;0
новый;0.1541;0;1;574;0;0
новый;0.1509;0;1;689;0;1
новый;0.1033;0;1;483;0;0
новый;0.6205;0;1;722;0;0
новый;0.1505;0;1;700;0;0
новый;0.1011;0;1;0;1;1
новый;0.15;0;1;0;1;0
новый;0.5448;0;1;600;0;0
новый;0.1004;0;1;503;0;0
б/у;0.3182;0;1;0;1;0
новый;0.3922;0;1;0;1;0
новый;0.1034;0;1;695;0;0
новый;0.7417;0;1;0;1;0
б/у;0.3032;0;1;483;0;0
б/у;0.4029;0;1;739;0;0
новый;0.1513;0;1;0;1;0
б/у;0.32;0;1;609;0;0
новый;0.4365;0;1;571;0;0
новый;0.2481;0;1;589;0;0
б/у;0.3448;0;1;644;0;0
новый;0.5007;0;1;0;1;0
новый;0.3004;0;1;0;1;0
новый;0.15;0;1;608;0;1
новый;0.1728;0;1;0;1;0
новый;0.1529;0;1;525;0;0
б/у;0.1824;0;1;654;0;0
новый;0.1019;0;1;662;0;0
б/у;0.3175;0;1;712;0;0
б/у;0.1786;0;1;545;0;0
новый;0.5;0;1;0;1;0
б/у;0.4211;0;1;0;1;0
новый;0.1524;0;1;0;1;0
б/у;0.5232;0;1;650;0;0
новый;0.1667;0;1;756;0;0
новый;0.3614;0;1;692;0;0
б/у;0.3248;0;1;501;0;0
б/у;0.1517;0;1;630;0;0
новый;0.3578;0;1;654;0;0
б/у;0.4737;0;1;0;1;0
новый;0.1541;0;1;699;0;0
новый;0;0;1;705;0;0
б/у;0.311;0;1;605;0;0
б/у;0.6491;0;1;717;0;0
новый;0.7894;0;1;0;1;0
новый;0.5689;0;1;647;0;0
новый;0.1508;0;1;0;1;0
б/у;0.6588;0;1;544;0;0
новый;0.3182;0;1;656;0;0
новый;0.1679;0;1;501;0;0
новый;0.1724;0;1;0;1;0
новый;0.3805;0;1;589;0;0
новый;0.1;0;1;681;0;0
новый;0.3334;0;1;648;0;0
новый;0.8812;0;1;655;0;0
новый;0.3782;0;1;645;0;0
новый;0.0693;0;1;594;0;0
новый;0.449;0;1;509;0;0
новый;0.3312;0;1;0;1;0
б/у;0.4169;0;1;583;0;0
новый;0.4182;0;1;0;1;0
новый;0.4505;0;1;494;0;0
новый;0.151;0;1;485;0;0
б/у;0.203;0;1;593;0;0
новый;0.2376;0;1;645;0;0
новый;0.154;0;1;0;1;0
новый;0.3965;0;1;676;0;0
б/у;0.5839;0;1;571;0;0
б/у;0.1224;0;1;515;0;0
б/у;0.31;0;1;0;1;0
б/у;0.5263;0;1;654;0;0
новый;0.185;0;1;527;0;0
новый;0.2041;0;1;561;0;0
новый;0.1502;0;1;744;0;0
новый;0.3004;0;1;535;0;0
новый;0.1519;0;1;723;0;0
новый;0.153;0;1;652;0;0
новый;0.1563;0;1;598;0;0
новый;0.1169;0;1;0;1;0
новый;0.6187;0;1;706;0;0
новый;0.8455;0;1;627;0;0
б/у;0.4167;0;1;533;0;0
новый;0.4897;0;1;736;0;0
б/у;0.3265;0;1;673;0;0
б/у;0.7761;0;1;675;0;0
новый;0.1562;0;1;603;0;0
б/у;0.4203;0;1;576;0;0
новый;0.3693;0;1;642;0;0
новый;0.1649;0;1;586;0;0
б/у;0.2028;0;1;677;0;0
б/у;0.3261;0;1;448;0;0
новый;0.1003;0;1;671;0;0
новый;0.4197;0;1;719;0;0
новый;0.1681;0;1;587;0;0
новый;0;0;1;666;0;0
новый;0.3274;0;1;622;0;0
б/у;0.4935;0;1;398;0;0
новый;0.22;0;1;503;0;0
б/у;0.31;0;1;0;1;0
новый;0.1504;0;1;557;0;0
б/у;0.2287;0;1;671;0;0
новый;0.156;0;1;0;1;0
новый;0.1537;0;1;689;0;0
новый;0.3;0;1;563;0;0
б/у;0.4;0;1;553;0;0
новый;0.3274;0;1;645;0;0
б/у;0.3053;0;1;390;0;0
новый;0.2198;0;1;599;0;0
б/у;0.3557;0;1;541;0;0
новый;0.5487;0;1;722;0;0
новый;0.1502;0;1;636;0;0
новый;0.1515;0;1;693;0;0
новый;0.6307;0;1;684;0;0
б/у;0.3607;0;1;484;0;0
новый;0.1655;0;1;701;0;0
б/у;0.3469;0;1;603;0;0
б/у;0.7508;0;1;688;0;0
новый;0.2002;0;1;425;0;0
новый;0.501;0;1;0;1;0
б/у;0.1;0;1;649;0;0
новый;0.4688;0;1;588;0;0
новый;0.4536;0;1;711;0;0
б/у;0.2115;0;1;0;1;0
новый;0.3651;0;1;0;1;0
б/у;0.3008;0;1;574;0;0
новый;0.4359;0;1;526;0;0
б/у;0.4348;0;1;562;0;0
новый;0.3375;0;1;615;0;0
б/у;0.3023;0;1;666;0;0
новый;0.1622;0;1;759;0;0
б/у;0.2083;0;1;525;0;0
новый;0.2096;0;1;635;0;0
б/у;0.3011;0;1;569;0;0
новый;0.5301;0;1;0;1;0
б/у;0.2;0;1;647;0;0
новый;0.6822;0;1;661;0;0
новый;0.3005;0;1;0;1;0
б/у;0.3125;0;1;456;0;1
новый;0.152;0;1;0;1;0
б/у;0.4146;0;1;598;0;0
новый;0.1519;0;1;692;0;0
новый;0.3992;0;1;506;0;0
новый;0.1506;0;1;747;0;0
б/у;0.1515;0;1;572;0;0
новый;0.4046;0;1;620;0;1
б/у;0.4286;0;1;596;0;0
новый;0.2247;0;1;609;0;0
новый;0.5;0;1;0;1;0
новый;0.4348;0;1;508;0;0
б/у;0.1639;0;1;580;0;0
б/у;0.2469;0;1;607;0;0
новый;0.1562;0;1;751;0;0
новый;0.4011;0;1;717;0;0
б/у;0.2;0;1;540;0;0
б/у;0.1;0;1;586;0;0
б/у;0.4615;0;1;687;0;0
б/у;0.2885;0;1;596;0;0
новый;0.1517;0;1;616;0;0
новый;0.2619;0;1;0;1;0
новый;0.1872;0;1;796;0;0
новый;0.5;0;1;0;1;0
новый;0.43;0;1;726;0;0
б/у;0.3077;0;1;654;0;0
новый;0.1002;0;1;0;1;0
б/у;0.4608;0;1;0;1;0
б/у;0.1518;0;1;559;0;0
б/у;0.1547;0;1;574;0;0
б/у;0.15;0;1;675;0;0
новый;0.2529;0;1;572;0;0
б/у;0.3462;0;1;548;0;0
б/у;0.3548;0;1;0;1;0
новый;0.1581;0;1;490;0;0
новый;0.1;0;1;503;0;0
новый;0.3062;0;1;747;0;0
новый;0.5305;0;1;656;0;0
новый;0.5222;0;1;722;0;0
б/у;0.2154;0;1;622;0;0
новый;0.1;0;1;0;1;0
новый;0.2182;0;1;0;1;0
новый;0.15;0;1;633;0;0
новый;0.3724;0;1;715;0;0
новый;0.3046;0;1;592;0;0
новый;0.2074;0;1;0;1;0
новый;0.2007;0;1;672;0;0
новый;0.3719;0;1;583;0;0
б/у;0.25;0;1;687;0;0
б/у;0;0;1;710;0;0
б/у;0.7365;0;1;599;0;0
новый;0.4053;0;1;606;0;0
б/у;0.3021;0;1;759;0;0
новый;0.174;0;1;601;0;0
б/у;0.3818;0;1;0;1;0
б/у;0.3;0;1;571;0;0
новый;0.15;0;1;759;0;0
новый;0.5305;0;1;642;0;0
новый;0.1501;0;1;580;0;0
новый;0.1518;0;1;614;0;0
б/у;0.3098;0;1;573;0;0
б/у;0.3002;0;1;669;0;0
б/у;0.5752;0;1;628;0;0
б/у;0.204;0;1;460;0;1
б/у;0.7143;0;1;422;0;0
новый;0.549;0;1;0;1;0
новый;0.1242;0;1;754;0;0
б/у;0.5536;0;1;586;0;0
новый;0.151;0;1;0;1;0
новый;0.5183;0;1;662;0;0
новый;0.1506;0;1;591;0;0
б/у;0.3913;0;1;0;1;0
новый;0.3264;0;1;676;0;0
новый;0.4382;0;1;639;0;0
б/у;0.1519;0;1;748;0;0
новый;0.2548;0;1;619;0;0
б/у;0.404;0;1;567;0;0
новый;0.2521;0;1;666;0;0
б/у;0.579;0;1;0;1;0
новый;0.2036;0;1;547;0;0
новый;0.3062;0;1;717;0;0
новый;0.1481;0;1;514;0;0
б/у;0.3005;0;1;681;0;0
новый;0.4891;0;1;585;0;0
новый;0.692;0;1;620;0;0
новый;0;0;1;658;0;0
б/у;0.1503;0;1;565;0;0
новый;0.4005;0;1;0;1;0
новый;0.2449;0;1;613;0;0
новый;0.1565;0;1;675;0;0
новый;0.6458;0;1;638;0;0
б/у;0.3005;0;1;0;1;0
новый;0;0;1;544;0;0
б/у;0.3043;0;1;617;0;0
б/у;0.5;0;1;615;0;0
новый;0.1504;0;1;579;0;0
новый;0.4;0;1;681;0;0
б/у;0.3125;0;1;607;0;0
б/у;0.1503;0;1;555;0;0
новый;0.3011;0;1;0;1;0
новый;0.2081;0;1;640;0;0
б/у;0.15;0;1;610;0;0
новый;0.125;0;1;539;0;0
б/у;0.5872;0;1;661;0;0
новый;0.1502;0;1;634;0;0
б/у;0.4444;0;1;600;0;0
новый;0.3279;0;1;0;1;0
б/у;0.4088;0;1;718;0;0
б/у;0.3024;0;1;665;0;0
новый;0.3053;0;1;541;0;0
б/у;0;0;1;499;0;0
б/у;0.1923;0;1;0;1;0
новый;0.1512;0;1;593;0;0
новый;0.2;0;1;0;1;0
б/у;0.4545;0;1;700;0;0
новый;0.418;0;1;694;0;0
новый;0.3005;0;1;0;1;0
новый;0.6;0;1;673;0;0
новый;0.5571;0;1;739;0;0
новый;0.181;0;1;0;1;0
новый;0.1935;0;1;609;0;0
новый;0.2787;0;1;674;0;0
новый;0.2773;0;1;669;0;0
новый;0.2768;0;1;682;0;0
новый;0.6287;0;1;582;0;0
новый;0.2488;0;1;606;0;0
б/у;0.4065;0;1;0;1;0
б/у;0.4545;0;1;483;0;0
б/у;0.2;0;1;445;0;0
новый;0.8831;0;1;618;0;0
б/у;0.1519;0;1;516;0;0
новый;0.2002;0;1;569;0;0
б/у;0.4444;0;1;0;1;0
новый;0.1511;0;1;613;0;0
б/у;0.2003;0;1;553;0;0
новый;0.5612;0;1;0;1;0
б/у;0.3026;0;1;0;1;0
